file_number,office,shift_granted,admission_date,condition,shift_date,egress_date,technical,detail
p-5373/21,oficina fiscal 3,si,,se cae turno,,,lo,no lo trajeron
p-17263/19,san martin,si,18/2/2021,archivado,,4/3/2021,jv,"retira aux. manuel aciar de despacho zona este, retira ariel morcos la notebook bgh el 18/3/2021"
p-13371/21,san rafael,no,11/2/2021,archivado,,11/3/2021,ev,retira leonardo romo chofer de gral alvear
p-728047/19,san rafael,no,11/2/2021,archivado,,25/2/2021,lo,retira juan pablo martinez
p-69126/20,san rafael,no,11/2/2021,archivado,,25/2/2021,cn,retira juan pablo martinez
p-14361/21,"robos, hurtos y sustraccion automotores",si,22/2/2021,archivado,,2/3/2021,jv,entregado en mesa de entradas de ufi robos y hurtos
p-10349/21,oficina fiscal malargue,si,4/3/2021,archivado,,11/3/2021,jv,retira leonardo romo chofer de gral alvear
p-88993/20,oficina fiscal malargue,si,4/3/2021,archivado,,11/3/2021,cn,es un celular y una cpu. retira celular 11/03/21 leonardo romo chofer de general alvear. retira cpu el sr juan pablo martinez 27/4/21
p-5342/21,oficina fiscal malargue,si,4/3/2021,archivado,,11/3/2021,ev,retira leonardo romo chofer de gral alvear
p-18532/20 segundo,violencia genero,si,25/2/2021,archivado,,4/3/2021,jv,retira juan pablo martinez
p-13082/21,"robos, hurtos y sustraccion automotores",si,,se cae turno,,,,
p-11733/21,malargue,si,17/2/2021,archivado,,4/3/2021,ev,retira juan pablo mart�nez
p-99895/20,"robos, hurtos y sustraccion automotores",si,3/3/2021,archivado,,11/3/2021,cn,retira juan redondo
p-14879/21,oficina fiscal 5,si,3/3/2021,archivado,,9/3/2021,jv,retira aux. guadalupe mendoza
p-15829/21,oficina fiscal 5,si,18/2/2021,archivado,,8/4/2021,ev,retira guillermo centorbi de fiscal�a penal de menores
p-99580/20,alvear,si,17/2/2021,archivado,,4/3/2021,jv,retira juan pablo mart�nez
p-11485/21,san rafael,no,18/2/2021,archivado,,25/2/2021,cn,retira juan pablo mart�nez
p-81578/20,san rafael,no,18/2/2021,archivado,,10/6/2021,ev,listo para retirar dispositivos 1 a 5. falta comenzar disositivos 6 a 10. retira aux. eduardo garcia de zona sur el 10/06/21
p-15842/21,oficina fiscal 9,si,5/3/2021,archivado,,22/3/2021,jv,retira silvina amaya
p-9280/21,homicidios,si,2/3/2021,archivado,,12/3/2021,ev,retira aux. valeria ag�ero
p-75171/20,san rafael,si,29/12/2020,archivado,,25/2/2021,lo,retira juan pablo mart�nez
p-16265/20,delitos economicos,si,,turno otorgado,,,,
p-14008/21,integridad sexual,si,9/3/2021,archivado,,8/4/2021,jp,retira osvaldo cord�n 
p-7420/21 segundo turno,correccional,si,10/3/2021,archivado,,15/3/2021,cn,entregado en mesa de entradas de ufi correccional
p-15459/21,homicidios,si,,turno otorgado,,,,
p-18020/21,homicidios,no,19/2/2021,archivado,,20/2/2021,lo,"retira dr. oscar malla, ayudante fiscal de homicidios"
p-17975/21,"robos, hurtos y sustraccion automotores",si,,turno otorgado,,,,
p-94726/20,"robos, hurtos y sustraccion automotores",si,11/3/2021,archivado,,12/3/2021,cn,entregado en mesa de entradas de ufi robos y hurtos
p-6115/21,homicidios,si,23/2/2021,archivado,,4/3/2021,cn,retira aux sebastian quevedo
p-6829/21,delitos economicos,si,11/3/2021,archivado,,15/3/2021,lo,entregado en mesa de entradas de ufi delitos econ�micos
p-227/21 segundo turno,delitos economicos,si,2/3/2021,archivado,,15/3/2021,cn,entregado en mesa de entradas de ufi delitos econ�micos
t-6490/19,san rafael,si,11/3/2021,archivado,,19/3/2021,cn,retira eduardo garcia de choferes san rafael
p-19456/21,oficina fiscal 9,si,,turno otorgado,,,,
p-18731/21,"robos, hurtos y sustraccion automotores",si,10/3/2021,archivado,,19/3/2021,cn,entregado en mesa de entradas de ufi robos y hurtos
p-66559/20,alvear,si,11/3/2021,archivado,,25/3/2021,jv,"para entregar solo el celular. retira solo celular eduardo garcia de choferes de san rafael -- listas las computadoras, falta entregar/ retira pc's juan pablo mart�nez 20/05/21"
p-87719/20,san rafael,si,25/2/2021,archivado,,19/3/2021,lo,retira eduardo garcia de choferes san rafael
p-79668/20,san rafael,si,25/2/2021,archivado,,25/3/2021,cn,retira eduardo garcia de choferes san rafael
p-71914/20,san rafael,si,25/2/2021,archivado,,19/3/2021,lo,retira eduardo garcia de choferes san rafael
p-20009/21,delitos economicos,si,,se cae turno,,,,se cae turno porque no lo han traido a tiempo
p-20268/21,comisaria 18,si,,se cae turno,,,lo,no lo trajeron
p-20039/21,delitos economicos,si,3/3/2021,archivado,,15/3/2021,cn,entregado en mesa de entradas de ufi delitos econ�micos
p-4428/21,homicidios,si,26/2/2021,archivado,,1/3/2021,cn,"retira dr. carlos torres, fiscal de instrucci�n"
p-20473/21,correccional,si,,se cae turno,,,lo,no lo trajeron
p-20664/21,homicidios,si,1/3/2021,archivado,,4/3/2021,jv,retira aux. sebastian quevedo
p-91326/20,"robos, hurtos y sustraccion automotores",si,19/3/2021,archivado,,19/3/2021,cn,entregado en mesa de entradas de ufi de robos y hurtos 
p-63739/20,san martin,si,4/3/2021,archivado,,6/4/2021,lo,retira emauel aciar chofer
p-27563/20 segundo turno,oficina fiscal san martin,si,,turno otorgado,,,,
p-20473/21 segundo,automotores,si,16/3/2021,archivado,,5/4/2021,ev,retira auxiliar aisha gonz�lez
p-11556/21,violencia genero,si,17/3/2021,archivado,,29/4/2021,ev,retira aux. gustavo morelli de vdg
p-95514/20,san martin,si,18/3/2021,archivado,,23/3/2021,ev,retira ariel morcos de despacho zona este
p-35623/20,delitos economicos,si,4/12/2020,archivado,,2/3/2021,jv,retira aux. clarisa zeballos/entregada cpu 15/3/21 mesa de entradas ufi delitos econ�micos
p-249/21 2do turno 1ra extraccion,homicidios,si,5/3/2021,archivado,,11/3/2021,cn,retira aux. aquiles torres
p-16124/21,"robos, hurtos y sustraccion automotores",si,15/3/2021,archivado,,19/3/2021,lo,entregado en mesa de entradas de ufi de robos y hurtos 
p-17559/21,delitos economicos,si,15/3/2021,archivado,,19/3/2021,jv,"retira mart�n bentimiglia de ufi econ�micos. pasado a caj�n, solo habia extracci�n, sin reporte"
p-23449/20,san rafael,no,4/3/2021,archivado,,19/3/2021,lo,retira eduardo garcia de choferes san rafael
p-17980/21,no especializados,no,5/3/2021,archivado,,22/3/2021,ev,retira silvina amaya de esa ufi
p-17404/21,no especializados,si,17/3/2021,archivado,,22/3/2021,lo,retira silvina amaya de esa ufi
p-17691/21,automotores,si,16/3/2021,archivado,,5/4/2021,lo,retira auxiliar aisha gonz�lez
p-13841/21,"robos, hurtos y sustraccion automotores",si,18/3/2021,archivado,,23/3/2021,lo,retira laura cona
p-90964/20,no especializados,si,22/3/2021,archivado,,6/5/2021,ev,retira lucas criado de esa ufi
p-2804/21,no especializados,si,22/3/2021,archivado,,6/5/2021,lo,retira lucas criado de esa ufi
p-2762/21,ogap 1 o no especializados,si,8/3/2021,archivado,,22/3/2021,lo,retira silvina amaya de esa ufi
p-89479/20,"robos, hurtos y sustraccion automotores",si,9/3/2021,archivado,,15/3/2021,cn,entregado en mesa de entradas de robos y hurtos
p-9531/21,"robos, hurtos y sustraccion automotores",si,,se cae turno,,,,
p-23158/21,correccional,si,23/3/2021,archivado,,6/5/2021,lo,retira lucas criado de esa ufi
p-2166/21,alvear,no,11/3/2021,archivado,,7/4/2021,cn,retira eduardo garc�a de choferes
p-83600/20,san rafael,no,11/3/2021,archivado,,7/4/2021,cn,retira eduardo garc�a de choferes
p-74384/20 segunda,san martin,si,,se cae turno,,,lo,no lo trajeron
p-16844/21,no especializados,si,23/3/2021,archivado,,6/5/2021,lo,retira lucas criado de esa ufi
p-92133/20 tercera,homicidios,si,12/3/2021,archivado,,31/3/2021,cn,retira aux rafael amadei
p-21424/21,rivadavia-junin,si,16/3/2021,archivado,,6/4/2021,cn,retira emanuel aciar chofer
p-11830/21,integridad sexual,si,,observacion,,,,se cae turno porque no lo han traido a tiempo
p-81100/20,rivadavia-junin,si,23/3/2021,archivado,,6/4/2021,lo,retira emanuel aciar chofer
p-24873/21,integridad sexual,si,25/3/2021,archivado,,8/4/2021,lo,retira osvaldo cord�n
p-12440/20,ogap 1,si,18/3/2021,archivado,,22/3/2021,cn,lic. yamile rold�n auxiliar de la ogap 
p-20878/21,integridad sexual,si,26/3/2021,archivado,,8/4/2021,cn,retira osvaldo cord�n
p-25447/21,integridad sexual,no,15/3/2021,archivado,,8/4/2021,lo,retira osvaldo cord�n
p-26376/21,"robos, hurtos y sustraccion automotores",si,17/3/2021,archivado,,31/3/2021,jv,retira aux. laura cona
p-23724/21,malargue,si,25/3/2021,archivado,,4/7/2021,ev,retira eduardo garc�a de choferes
p-23056/21,malargue,si,25/3/2021,archivado,,4/7/2021,cn,retira eduardo garc�a de choferes
p-780832/19 segundo,integridad sexual,si,19/3/2021,archivado,,19/4/2021,ev,retira marcela puebla pro secretaria de esa ufi
p-26597/21,"robos, hurtos y sustraccion automotores",si,29/3/2021,archivado,,28/4/2021,lo,entregado en mesa de entradas de ufi robos y hurtos
p-20426/21,alvear,si,25/3/2021,archivado,,27/4/2021,lo,retira juan pablo martinez 
p-94545/20,"robos, hurtos y sustraccion automotores",si,30/3/2021,archivado,,26/4/2021,ev,retira aux. ver�nica namuncura
p-27568/21,oficina fiscal 8,si,18/3/2021,archivado,,23/3/2021,lo,retira laura cona
p-1078/21 segundo,"robos, hurtos y sustraccion automotores",si,23/3/2021,archivado,,28/4/2021,lo,entregado en mesa de entradas de ufi robos y hurtos
p-44129/20,oficina fiscal rivadavia,si,23/3/2021,archivado,,20/4/2021,lo,falta terminar cpu vinci/retira emanuel aciar celulares - falta entregar pcs
p-27069/21,san rafael,si,19/3/2021,archivado,,27/4/2021,lo,retira cpu y celulares juan pablo martinez
p-763088/19,integridad sexual,si,31/3/2021,archivado,,8/4/2021,lo,retira osvaldo cord�n
p-11830-21 segundo,integridad sexual,si,19/3/2021,falta comenzar,,,,
p-80432/20,san rafael,no,19/3/2021,archivado,,7/4/2021,lo,retira eduardo garc�a de choferes
p-62397/20,san rafael,no,19/3/2021,archivado,,7/4/2021,ev,retira eduardo garc�a de choferes
p-719534/19,violencia genero,si,30/3/2021,archivado,,21/4/2021,cn,
p-27450/21,oficina fiscal 8,si,22/3/2021,archivado,,30/4/2021,lo,entregado en mesa de entradas de ufi correccional
p-21963/21,integridad sexual,si,31/3/2021,archivado,,10/8/2021,,retira aux. federico simonovich de ufi sexuales
p-749355/19 segundo,violencia genero,si,,observacion,,,,sin efecto porque se va a hacer el perfil de facebook 
p-26814/21,homicidios,si,23/3/2021,archivado,,31/3/2021,lo,retira aux rafael amadei
p-93048/20,automotores,si,30/3/2021,archivado,,20/4/2021,lo,retira aux. jimena l�pez de esa ufi
p-27988/21,no especializados,si,,turno otorgado,,,,
p-25972/21,oficina fiscal 19,si,30/3/2021,archivado,,28/4/2021,lo,entregado en mesa de entradas de ufi robos y hurtos
p-27383/21,"robos, hurtos y sustraccion automotores",si,31/3/2021,archivado,,22/4/2021,lo,entregado en mesa de entradas de ufi robos y hurtos
p-20365/21,homicidios,si,6/4/2021,archivado,,19/4/2021,lo,retira mart�n gorelik
p-12483/21,homicidios,si,6/4/2021,archivado,,19/4/2021,lo,retira mart�n gorelik
p-54625/20,homicidios,si,6/4/2021,archivado,,19/4/2021,lo,retira mart�n gorelik
p-84483/20,homicidios,si,6/4/2021,archivado,,19/4/2021,lo,retira mart�n gorelik
p-2186/21,"robos, hurtos y sustraccion automotores",si,23/3/2021,archivado,,31/3/2021,lo,26/03/21 se recibe segunda tanda de celulares. se hacen todos el mismo dia. retira aux. laura cona el 31/03/21
p-19795/21,oficina fiscal la paz,si,6/4/2021,archivado,,13/4/2021,jv,retira emanuel aciar de despacho zona este
p-19266/21,correccional,si,,se cae turno,,,lo,no lo trajeron
p-29608/21,"robos, hurtos y sustraccion automotores",si,5/4/2021,archivado,,28/4/2021,jv,entregado en mesa de entradas de ufi robos y hurtos
p-29049/21,homicidios,si,26/3/2021,archivado,,31/3/2021,ev,retira aux. rafael amadei
p-11830-21 tercera,integridad sexual,no,25/3/2021,archivado,,16/4/2021,jv,retira eduardo garcia chofer
p-64167/20,san rafael,no,25/3/2021,archivado,,16/4/2021,lo,retira eduardo garcia chofer
p-74384/20 tercera,san martin,si,,se cae turno,,,,no lo trajeron
p-30924/21,delitos economicos,si,29/3/2021,archivado,,30/4/2021,lo,entregado en mesa de delitos econ�micos
p-21951/21,automotores,si,5/4/2021,archivado,,12/4/2021,ev,retira aux. de automotores
p-11556/21 segunda,violencia genero,si,12/4/2021,archivado,,15/4/2021,cn,retira emilia obredor
p-30948/21,no especializados,si,,se cae turno,,,,
p-6191/21,delitos economicos,si,,turno otorgado,,,,
p-29614/21,santa rosa,si,8/4/2021,archivado,,13/4/2021,jv,retira emanuel aciar de despacho zona este
p-29879/21,"robos, hurtos y sustraccion automotores",si,16/4/2021,archivado,,28/4/2021,lo,entregado en mesa de entrada de ufi robos y hurtos
p-15424/21,integridad sexual,si,8/4/2021,archivado,,13/4/2021,cn,retira aux. debora gez
p-30020/21,"robos, hurtos y sustraccion automotores",si,5/4/2021,archivado,,22/4/2021,cn,entregado en mesa de entrada de ufi robos y hurtos
p-30787/21,"robos, hurtos y sustraccion automotores",si,,turno otorgado,,,,
p-19315/21,violencia genero,si,9/4/2021,archivado,,29/4/2021,cn,retira aux. gustavo morelli de vdg
p-94545/20,"robos, hurtos y sustraccion automotores",si,,turno otorgado,,,,
p-20567/21,"robos, hurtos y sustraccion automotores",si,,se cae turno,,,,piden reprogramaci�n
p-87359/20,homicidios,si,,se cae turno,,,,no lo trajeron
t-1160/21,rivadavia-junin,si,13/4/2021,archivado,,20/4/2021,jv,retira emanuel aciar de la oficina de despacho
p-44835/20 segunda,alvear,si,,se cae turno,,,,no lo trajeron
t-1726/21,transito,no,25/3/2021,archivado,,,lo,entregado en mesa de entradas de ufi de delitos de tr�nsito (copia de videos de mdzol)
t-1726/21,transito,no,29/3/2021,archivado,,,lo,entregado en mesa de entradas de ufi de delitos de tr�nsito (copia de 7 dvd�s con videos)
p-19266/21 segunda,correccional,si,14/4/2021,archivado,,,jv,retira aux. bernardo ram�n 
p-30740/21,"robos, hurtos y sustraccion automotores",si,,observacion,,,,se deja sin efecto el turno ya que no trajeron el dispositivo a tiempo y seg�n nuevo pedido de ryh se reprograma (ver segunda)
p-17795/21,santa rosa,si,6/4/2021,falta comenzar,,,,
p-731604/19,integridad sexual,si,,turno otorgado,,,,
p-30596/21,oficina fiscal 8,si,14/4/2021,archivado, ,6/5/2021,ev,retira lucas criado de esa ufi
p-29058/21,san rafael,si,7/4/2021,archivado,,,jv,retira eduardo garc�a chofer
p-44835/20 segunda,alvear,si,7/4/2021,archivado,,16/4/2021,cn,retira eduardo garc�a chofer
p-19865/21,"robos, hurtos y sustraccion automotores",si,9/4/2021,archivado,,22/4/2021,jv,entregado en mesa de entradas de ufi robos y hurtos
p-33027/21,oficina fiscal malargue,si,27/4/2021,se cae turno,,,,se cae turno(16/4/21) porque lo trajeron tarde(27/4/21).
p-25823/21,delitos economicos,si,15/4/2021,archivado,,19/4/2021,jv,retira secretario de ufi econ�micos mart�n cortez
p-11181/21,delitos economicos,si,15/4/2021,archivado,,30/4/2021,jv,entregado en mesa de entradas de ufi delitos econ�micos
p-19299/21,homicidios,si,,turno otorgado,,,,
p-33990/21,"robos, hurtos y sustraccion automotores",si,14/4/2021,archivado,,28/4/2021,lo,entregado en mesa de entradas de ufi robos y hurtos
p-79270/20,integridad sexual,si,13/4/2021,archivado,,15/4/2021,jv,retira m. laura ruiz
p-30662/21,san martin,si,,turno otorgado,,,,
p-92479/20,oficina fiscal rivadavia,si,,observacion,,,,"se cae turno porque no lo trajeron a tiempo, se otorga nueva reprogramaci�n"
p-20567/21 reprogramaci�n,"robos, hurtos y sustraccion automotores",si,20/4/2021,archivado,,16/6/2021,lo,retira aux. ver�nica namuncura/ se entregan pc en mesa de entradas de esa ufi
p-33795/21,oficina fiscal 16,si,,se cae turno,,,lo,no lo trajeron
p-28019/21,homicidios,si,19/4/2021,archivado,,6/5/2021,lo,retira diego badin de esa ufi
p-87359/20,homicidios,si,13/4/2021,archivado,,19/4/2021,cn,retira martin gorelik de esa ufi
p-8629/21 segunda,homicidios,si,14/4/2021,archivado,,14/4/2021,cn,retira aux pp sergio alfaro
p-30945/21,san rafael,si,16/4/2021,archivado,,27/4/2021,lo,retira juan pablo salgado
p-36226/21,oficina fiscal 17,si,,se cae turno,,,,no lo trajeron
p-33751/21,comisaria 24,si,27/4/2021,se cae turno,,,lo,"lo trajeron tarde, se cae turno."
p-91258/20,integridad sexual,si,19/4/2021,archivado,,4/5/2021,lo,
p-36239/21,"robos, hurtos y sustraccion automotores",si,21/4/2021,archivado,,30/4/2021,lo,entregado en mesa de entradas de ufi robos y hurtos
t-2405/21,san rafael,si,16/4/2021,archivado,,27/4/2021,lo,retira juan pablo martinez
p-25823/21 segundo turno,delitos economicos,si,,observacion,,,,se deja sin efecto el turno por pedido de la ufi econ�micos (correo)
p-726947/19,delitos informaticos,no,16/4/2021,archivado,,5/5/2021,lo,retira eduardo garcia de choferes
p-30676/21,san rafael,no,16/4/2021,archivado,,17/6/2021,jv,retira eduardo garc�a de despacho zona sur celular y simcard - falta pc en planilla encase
p-777976/19,san rafael,no,16/4/2021,archivado,,5/5/2021,jv,retira eduardo garcia de choferes
p-16609/21,san rafael,no,16/4/2021,archivado,,5/5/2021,ev,retira eduardo garcia de choferes
p-82982/20,san rafael,no,16/4/2021,archivado,,5/5/2021,lo,retira eduardo garcia de choferes
p-26690/21,san rafael,no,16/4/2021,archivado,,5/5/2021,lo,retira eduardo garcia de choferes
p-27167/21,san rafael,no,16/4/2021,archivado,,5/5/2021,jv,retira eduardo garcia de choferes
p-30740/21 segunda,"robos, hurtos y sustraccion automotores",si,23/4/2021,archivado,,28/4/2021,lo,entregado en mesa de entradas de ufi robos y hurtos
p-92479/20 segunda,rivadavia-junin,si,20/4/2021,archivado,,4/5/2021,lo,retira ariel morcos de la oficina de despacho de san rafael
p-22676/21,violencia genero,si,26/4/2021,archivado,,29/4/2021,ev,recibe aux. gustavo morelli de vdg
p-37509/21,oficina fiscal 17,si,,se cae turno,,,,"dado de baja por mail de la oficin fiscal n� 17 de fecha 21/4/21 a las 18,32"
p-37079/21,delitos economicos,si ,28/4/2021,archivado,,30/4/2021,lo,entregado en mesa de entradas de ufi delitos econ�micos
p-37361/21,homicidios,no,20/4/2021,archivado,,6/5/2021,lo,retira diego badin de esa ufi
p-29656/21,delitos economicos,si,28/4/2021,archivado,,30/4/2021,lo,entregado en mesa de entradas de ufi delitos econ�micos
p-34532/21,automotores,si,28/4/2021,archivado,,4/5/2021,ev,retira aux. aisha gonz�lez
p-2222/21,delitos economicos,si,7/5/2021,archivado,,5/12/2021,ev,"listo para entregar celulares y varios. falta analizar y entregar #2, #5 y #6/retira celulares gonzalo rey tudela. listo para entregar #2, #5, #6 08/06/21. el 10/06/21 tudela gonzalo retira lo faltante."
p-16089/21,alvear,si,,turno otorgado,,,,
p-38394/21,oficina fiscal 17,si,,observacion,,,,se cae turno porque no lo trajeron a tiempo.
p-31980/21,oficina fiscal palmira,no,,observacion,,,,se cae turno porque no lo trajeron a tiempo.
p-27528/21,oficina fiscal 5,si,,se cae turno,,,,se cae turno porque no lo trajeron a tiempo.
p-35703/21,homicidios,si,27/4/2021,archivado,,6/5/2021,lo,retira diego badin de esa ufi
p-38826/21,delitos economicos,si,3/5/2021,archivado,,4/5/2021,lo,retira aux. mariana beard
